text,label
කදුළු ආවා මේ පික්චර්ස් බලද්දී,sadness
මට මා ගැනම කළකිරුනා. මම අඩුම තරමින් මගේ රටේ දුප්පතුන් එක් කෙනෙක් වෙනුවෙන්වත් එක උපකාරයක්වත් හරියට කර තිබෙනවාද කියලා හිතෙනවා,sadness
විශිෂ්ට කාන්තාවක්. පව් අර දරුවා. ඇහැට කඳුළු එනවා.,sadness
ළදරුවියේම මේ විදියට දුක් විඳින්න මොන විදියේ පවක්ද කළේ දෙවියනේ?,sadness
පුදුමයි ඒත් ඇත්තයි.අපේ රටේ ඔය වගේ දෙයක් වුණානම් මොනවා වෙයිද?,surprise
විශ්වාස කරන්නත් අමාරුයි,surprise
ලංකාවේ සුරංගනා කතාවක එහෙම වෙයි නේද ?,surprise
පස්සේ අපිට බේත් ගන්න පිටරට යන්න වෙයිද දන්නේ නෑ,fear
මේක නම් භයානකයි,fear
ඇත්තටම මේක සෑහෙන්න හොද දෙයක්,joy
අපේ පාරම්පරික වෙද කමත් ඉවර වෙයිද දන්නේ නෑ මේ වැඩ වලින්,fear
මේවා බටහිර බෙහෙත් වෙළෙන්දන්ගේ උපක්‍රම වෙන්නත් පුළුවන්.අපි හොද කල්පනාවෙන් ඩැඩ කරන්න ඕනි,fear
භයානක නම් තමා.ඒත් අපට නැති උනන්දුවක් ඒයාලට තියෙනවානේ.අපි දැන්වත් අපේ දේ ඉෙගන ගන්න හිතුෙවාත් මොකද?,fear
මේක නම් භයානක දෙයක් පිටරට අය මේ දේවල් ප්‍රයෝජනයට අරන් බෙහෙත් පෙති වර්ග හදලා අපිටම ආයි විකුණන්න පුළුවන්. මේව ඉගෙනගෙන ගිහිං මේවට පේටන්ට් ගනී. අපේ බෙහෙත් පැල හොරෙන් අරන් යයි. මෙවට වගකිය යුතු බලධාරීන් සොයා බලා ඉක්මන් පියවර ගන්න එක තමයි හොද.,fear
අපේ රටේ අයට අපේ රටේම ඉගෙන ගන්න දේවල් තිබිලත් ඒවා ගැන එතරම් තැකීමක් නොකරන නිසා කවදා හෝ මේ දේවල් පිටරැටියන්ටම අයිති වේවි. මතු පරපුර ගැනත් අප සිතිය යුතුයි.,fear
පෙනුම වැදගත් වුවත් නැති බැරි කමට මොනවා කරන්නද? ගේදොර ඉන්න පොඩි එකාව මතක් වෙන්න ඇති.,sadness
"අනේ,අතේ කීයක් වත් තිබුණේ නෑ ගෙදර එනකොට පොඩි අයට කන්න ගේන්න.ඉතිං මම කන්න ගත්ත එක හංග ගත්තා",sadness
කොහොම වුණත් පොඩි මිනිහා තමයි තැලෙන්නේ හැමදාම,sadness
"අම්මල ඔහොම තමයි, ලැබෙන පොඩිම කෑමක් වුනත් ඔතන් ගෙදර අරන් එනව පොඩි උන්ට කන්න. මගේ අම්ම ටීචර් කෙනෙක්, ඉස්කෝලේ ලමයින්ගේ උපන්දිනේට දෙන කේක් කෑල්ල ඔතන් එනව අපිට කන්න, අම්ම තාත්ත එක්ක අපි පවුලේ 6 දෙනයි, අපිත් කේක් කෑල්ල 6ට කපන් කන්න පුරුදුවෙලා හිටියේ. හිතාගන්න පුලුවන්නේ හම්බෙන කොටස, අම්ම තාත්ත ඒ අයගේ කෑලිත් අපට දෙන්නේ.......( *ගෙදරට ගේන කේක් ගෙඩිය පොලුගහල කනවට වඩා අමුතුම සුන්දරත්වයක් තියෙනව අර පුන්චි කේක් තීරුව කනකොට ) ඕක තමයි දෙමව්පිය සෙනෙහස....... මටනම් ඔය කතාවට උපහාසයක් හෝ හිනාවක් ඇතිවෙන් නෑ...... මැරිච්ච රත්තරං අම්මව මතක්වුනා විතරයි......",sadness
මේවට හිනාවෙන්ඞ නෙවෙයි අඩන්නයි ඕනේ .......අපේ මිනිස්සුන්ගේ අසරණකමට මේවා වෙන්නේ.මේ කාන්තාවගේ හෝ දරුවන්ගේ එදා වේල ඔය බිස්කට් ටික විතරක් වෙන්නත් පුළුවන් ...මේ අහිංසක මිනිස්සුන්ව හිනාවට ලක්කරන එක වැරදියි ....හිනා වෙන්ඩ සුදුසු මිනිස්සු මේ රටේ ඕනෑතරම් ඉන්නවා .......,sadness
ඒ අම්මා බඩගින්නට මළ ගෙදරින් බිස්කට් ගත්තා කියන එකේ වැරැද්දක් මම නම් දකින්නේ නෑ. මොකද කන්නනේ ඒවා දෙන්නේ,sadness
හිනාවෙන්න නෙවෙයි.අනුකම්පා කළ යුතු අවස්ථාවක්. මගේ නම් ඇස් වලට කදුළුත් ආවා.,sadness
අපේ ගෙදර එදා බිස්කට් තිබුනේ සල්ලිවලට ගන්න නෙවෙයි. ඕන කෙනෙකුට ඕන තරම් කන්න පුළුවන්. ගෙනියන්නත් පුළුවන්. මේ අම්ම හොද අම්ම කෙනෙක්. එයාව අපහසුතාවයට පත්වෙච්ච එක ගැන මටත් කණගාටුයි. ඒ අම්ම වෙනුවෙන් කමෙන්ට් කරපු අයට පින් සිදු වේවා,sadness
අන්න නියම පුතෙක්. ප්‍රභාත් මේ ඔබ ගැනයි. නියම කමෙන්ට් එක,joy
මේක අම්මා කෙනෙක්ගේ ආදරේ,sadness
ඕගොල්ලො අම්මලාගේ හැටි දන්නවා නේ? මේ ඒ අයගේ හැටි.,sadness
ඇය හරිම මෝඩ වැඩක් කරලා තියෙන්නේ,disgust
මම හිතන්නේ මේ කාන්තාව දුප්පත්,sadness
මම හිතන්නේ ඒ අම්මා දුප්පත්. එයාගේ පවුලට කන්න දෙන්න වෙන්න ඇති ගේන්න ඇත්තේ,sadness
ඇත්තම කියනවනම් හොරකම වැරදි දෙයක්. එත් ඒ අම්මා එහෙම දෙයක් කලේ දරු සෙනෙහසට හා නැති බැරි කමට වෙන්න පුළුවන්. බුදුසරණයි රත්තරන් අම්මේ නුබට...,sadness
ඕක හොරකමක් නෙමෙයි. නැතිබැරි අම්මලට කන්න මොනවාහරි ලැබුණම ඒක ගෙදර ඉන්න පොඩි එකෙක්ට කන්න අරන් යනවා.ඇත්තම කියනවනම් හොරකම වැරදි දෙයක්. එත් ඒ අම්මා එහෙම දෙයක් කලේ දරු සෙනෙහසට හා නැති බැරි කමට වෙන්න පුළුවන්.අනුකම්පා කළ යුතු අවස්ථාවක්. මගේ නම් ඇස් වලට කදුළුත් ආවා.,sadness
සමහරවිට මළ ගෙදර හිටපු කෙනෙක් බිස්කට් ටිකක් ඔතලා දෙන්න ඇති ඒ අම්මට ගෙනියන්න.,sadness
ඒ අම්මට ගෙ‍දර අය මතක් වෙන්න ඈති.‍‍එයා දුප්පත් වෙන්න ඈති.,sadness
මේ අම්මගේ අසරණ කමට කර වැඩක් වෙන්න ඇති,sadness
අද කාලයේ තාලයේ හැටියට මිනිස්සුත් වෙනස්වෙලා. මෙහෙම ගියොත් තව ඉස්සරහට මොනවා වෙයිද දන්නෙ නැහැ,fear
ආමි එකේ වැඩ කරන කෙනෙක් ඇවිත් ඔයාගේ දුවව දුෂණය කලොත් අනේ රණවිරුවෙක්නේ කියල සමාව දීල අතහැරලා දානවද?,anger
මේක රණවිරු දඩයමේම කොටසක්. රණවිරුවන් පතල් සමග සම්බන්දයි කියල කියන්න යහපාලනයේ වැඩක්.,disgust
"අද තාලෙ සාරිය අදින්නේ ඉනටත් නැතිව බඩටත් නැතිව,වෙලාවට කටුව ගැලවුනේ නේද...?",disgust
කොල්ලෙකුට හදිස්සියේ ඔහොම දෙයක් වුණානම් හිතන්නේ වැරදියට... බලන්නේ වපරෙට... ඒ මදිවට බැණුම් අහලා තමයි බැහැලා යන්න වෙන්නේ,disgust
බැරිවෙලාවත් කොල්ලෙක්ගේ කලිසමට ඔහොම උනානම් කෙල්ල සලකාවිද ??,surprise
සාරිය රඳවන්නේ කටුවෙන්ද ?,surprise
ආසනය ගන්න දාපු මායමක් වද්ද,surprise
මෙයා පොන්සේකාගේ අතේ එල්ලෙන්න වගො හදන්නේ?,disgust
"අනේ මන්දා, ෆොන්සේකා මහත්තයව තවත් ලෙඩ වෙයිද කියලා",fear
ෆොන්සේකා මහත්තයව මේ වෙලාවේ තනි කරන එක හොද නෑ නේද?,disgust
ෆොන්සේකා මහත්තයෝ බලාගෙන,fear
බලාගෙන,fear
මේ නිකන් ආවේසවෙලා දොඩවන සෙනගගෙන් පන්සිල් පද 5 රකින දෙතුන් දෙනෙක්වත් හොයාගන්න පුලුවන්න්ද?,disgust
"නුවන්, මුළු ලංකාවේම බොහෝ ඇදහිලිවන්තයෝ මුසාවාදා වේරමණී සික්කා පදං සමාදියාමි කඩකරන අතරේ; ඇත්ත කතාකරන එක පවක්ද?",disgust
එතකොට නිධන් හැංගුවෙත් බැකෝ එකකින් කපලද? අනේ මන්දා. මට නම් තේරෙන්නේ නෑ,disgust
දී කිරට බළල්ලුත් සාක්කිලු,disgust
හූ... හූ...,anger
හොරාගේ අම්මගෙන් පේන අහලා තියෙනවා ඉස්සර කාල වලත්...,disgust
මේවා හොදයි කොන්ඩේ බැදපු චීනුන්ට,disgust
ගහට නැග්ග මිනිහටත් කියන්න දෙයක් තිබුණලුනේ,disgust
අම්මපා රජෝ ඔයිට වඩා හොදයි කකුස්සක් කඩාගෙන කෑවනම්...,anger
වීරයොත් දේශපාලනීකරණය වෙලාද ?,surprise
නඩුත් හාමුදුරුවන්ගේ බඩුත් හාමුදුරුවන්ගේ‍‍‍..,disgust
ඇයි දෙයියනේ මේ වගේ දේවල් කරන්නේ. ලංකාවට මොන නරක කාලයක්ද උදාවෙලා තියෙන්නේ ? රැකගන්න ඉන්න අයම මෙහෙම දේ කරන්නේ,sadness
ලංකාවට මොනවා වෙලාද ??,surprise
කියන ලස්සන..,disgust
සාමාන්‍යයෙන් ගමක විවිධ දේශපාලන මත දරන ය ඉන්නේ.... එහෙව් එකේ කොහොමද මේ ගම්මු සියල්ලම එකම පැත්තක් ගත්තේ....,disgust
රට වනසනවා...,disgust
පුරා විද්‍යා දෙපාර්තමේන්තුව කෝ ????,surprise
ඔක්කොම හොරු......,anger
වැඩිකල් යන්ට පෙර පොලීසිය වගේම හමුදාවත් ජනතාව පිළිකුල් කරාවි...,disgust
මේ අය හිතන්නේ අපි මහ මෝඩයෝ කියලා,disgust
ඔක්කොම හොරු,anger
"නාමල්, ඔයා ඉන්න රට බැලුවහම ඔයාගේ කතාව ගැන පුදුම වෙන්න දේකුත් නැහැ",disgust
නාමල් ගැන නම් කතාකරලා වැඩක් නැහැ,disgust
ලජ්ජා වෙන්න ඕන අම්මාද? පුතාද? නැතිනම් අපි හැමෝමද? අමු මිරිස් ගහක් තමන්ගේ මල්පොච්චියේ වුනත් වාවගන්න පුළුවන්. පිටරටවල බිම් අඟලක්වත් නැතිව කුලී නිවාස වල ඉන්න ලාංකිකයෝ කුඩා පෝච්චිවල තමන්ට ප්‍රමාණවත් මිරිස් කරපිංචා වැනි දේ වවාගන්නවා. නමුත් ලංකාවේ අපි මිරිස් වල ගණන් කියකිය ඉන්නවා. මිරිස් ගස් දහයක් පහළොහක් කුස්සිය පැත්තේ අගුපිලේ මල්පෝච්චි කිහිපයක වවා ගත්ත ඔය කියන නම් රුපියල් 3300ම ඉතුරුයි නේ?,disgust
ලංකාවේ මිනිස්සු කම්මැලි බව වටහා ගත්තේ කුඩා කාලෙම. ගේ අවට සැහෙන ඉඩ තිබුනත් කිසි දෙයක් වවන්න උත්සහයක් නෑ. පිනට අහසින් වැටෙන තෙක් උඩ බලාගෙන සිටීම තමයි පුරුදු.,disgust
මෝල්ගහත් පැලවෙන රටේ අමු මිරිස් පැලයක් හදාගන්න බැරිද?,disgust
මේක මොකුත් නෙමී ගොන්කම රට ගියත් ඇත හරින්න බැරි,disgust
මේ වගේ අයට මෙවැනි දඩුවම් මදි...,anger
අනේ ජීවක පරපුරකට ගිය කල.,disgust
පව්කාර දොස්තරලා...,anger
ගොඩක් දොස්තරලට තමන්ගේ අත් දෙක පාලනය කර ගන්න බෑ. ගෑණු අපි නොවැ ඒක දන්නේ...,disgust
අනේ සංසාරේ,sadness
දොස්තර මහත්තයා කායික වෛද්‍යවරයෙකුත් වෙනවද දන්නේ නෑනේ,disgust
"පොඩ්ඩක් ඇල්ලුවට මුකුත්වෙන්නේ නෑ...ඕව ලොකුවට හිතුවම තමයි කරදර වෙන්නේ, දොස්තරට තිබුන අහල බලන්න,",disgust
පියයුරුවල දත් තියෙන කාන්තාවක් ගැන ඇහුවමයි !,surprise
පියයුරු තියෙන කට්ටිය නම් ආයි යයි......හොද පරීක්ෂණයක්නේ කරලා තියෙන්නේ . ආයි නම් ගෑනු කට්ටිය මෙතෙන්ට යයි........ගෑණු අපි නොවැ ඒක දන්නේ...,disgust
කට්ටිය දැන් වෙනදට වඩා එතනට යයි......,disgust
සමහර විට එතනත් දත් තියෙන්න ඇති‍‍‍....,disgust
මහජන මුදලින් උගත් මානසික ලෙඩෙක්..,disgust
දොස්තරල බඳින ගෑනු තමයි මෝඩ,disgust
අපෝ දැන් දොස්තරල ළඟට යන්නත් බයයි....,fear
දැන් රට යන තැන තමයි....මේ,disgust
අපේ ජාතික ක්‍රීඩා වලට නින්දාවක් නේද මේ නුසුදුසු ඇඳුම්? මේවා හොඳයි නාන්න තරගයක් තිබ්බා නම්,disgust
සුද්දෝ මෙහෙ ඇවිල්ලා මොනවා කළත් කොහොම හිටියත් අපේ සමහර අයට හරිම අගෙයි,disgust
අඩ නිරුවත් ඇඳුම් පැළඳුම් අඳින එක දෝෂ දර්ශනයට ලක්කරන අයයි අද කාලේ වැරදිකාරයෝ වෙලා තියෙන්නේ. දැන් කාලේ හැම දෙයක්ම නොපිට සිදුවීම පුදුමයකුත් නොවෙයි. මේක අබුද්දස්ස යුගයයි.,disgust
මෙයාලට හෙන ගහලා මදි,anger
දිය යටින් ගින්දර ගෙනිහින් හොද්ද බොර කර ගන්නයි හදන්නේ,disgust
කල දුටු කල වල ඉහ ගැනිමකි,disgust
මෙහෙ ඇවිත් මේ රට වනසන්නේ නැතුව ඔහේට වෙලා ඕන දෙයක්,disgust
අපේ මුදල් බොරුවට වියදම් කරනවා.,anger
"ලංකාවේ මිනිස්සුන්ට කවද ගොඩ යන්න පුළුවන් වෙයිද දන්නේ නැහැ...මත්තල ගුවන් තොටුපොල හෝ ඒ අවට පාරවල් සියල්ල දැන් ගිලුණු පිරිවැයක්. ඉතින් තාමත් ඔය ගැන චෝදනා කර කර ඉන්නවා ඇරෙන්න, මේකෙන් වැඩක් ගන්නේ කොහොමද කියල බැලුවද? දැනටමත් මම දැනුවත්ව ආයෝජකයෝ ඉන්නවා ලංකාවේ ආයෝජනය කරන්න කැමැත්තෙන්...නමුත් ලංකාවේ තියෙන නීති , බදු ගැටළු සහ ස්ථාවරත්වයක් නොමැති කම නිසා ඔවුන් එන්න බයයි...",sadness
නැතුව ඉතින් හාල් ගරන්නයැ ?,anger
මේ වගේ දේවල් දකින කොට ගොඩක් දුකයි.,sadness
"ප්‍රකාශ සටහන් කරගන්නවා විතරයි ,කාටවත් දඩුවම් නැහැ.",disgust
මේ රටේ විලි ලැජ්ජාව නැති ගැහැණු පාර්ශවය කොහේ හිටියත් වැජඹෙනවා.,disgust
මුන්ව රිමාන්ඩ් කරලා තමයි ප්‍රශ්න කරන්න ඕන පොඩි මිනිහකුට මෙහෙම සළකයිද,anger
"රටේ සම්පත් අමු අමුවේ වංචා කරලා කියලා චෝදනා ලබලත්, තව ටයි කෝට් ඇඳලාත් එනවා වැදගත් අය වගේ. ලැජ්ජයි",anger
හොඳ හොඳ සෙල්ලම් තව ඉස්සරහට අපිට දැනගන්න ලැබේවි,anger
අහළ පහළ දිහාවක මම හිටියේ නැති එක ගැන මට කණගාටුයි. මට නම් පුදුම තරහක් මොවුන් ගැන තියෙන්නේ,anger
අනේ හැබෑට වුණදේක හැටි නේද? හිතුවද මෙහෙම වේවි කියලා,surprise
චෝදනා ඇත්නම් අත්අඩංගුවට නොගන්නේ ඇයි?,surprise
තවත් ලැජ්ජා නැතුව ටයි කෝට් දාලා එන අපුරුව.,disgust
මේ වගේ අපරාධ වලට දරුණු දඬුවම් දෙන්න ඕනෑ. එතකොට ඊළඟට එන අයවත් මේවා නොකර ඉඳීවි.,anger
මෙන්න හොඳ වැඩක්. කොළඹ ලස්සන කරන හරිම සහ කල්පවතින ක්‍රමය . කලින් ලස්සන කරනවා කියලා කලේ පිට ඔපයට සල්ලි නාස්ති කරපු එක.,joy
මෙන්න යහපාලනේ හොද වැඩ ...,joy
කොලොන්නවෙ අපිට සතුටුදායක දෙයක්.,joy
හොඳ වැඩක් ජයවේවා,joy
ඕක පස් වලින් වහල ගස් හිටවන්න. කොච්චර සුන්දර කඳු යායක් වේවිද.,joy
අවරුදු 6ක්? ඒ කාලේ තුල මෙතනට කුණු දාන එකක් නැනේ?,surprise
කව්රු කරත් මේවා හොඳ වැඩ.,joy
මේ තීරණය ගැන නම් ඇත්තටම සතුටුයි ගොඩක්,joy
කෝ දැන් ජලය බැසයන ක්‍රමවේද තියෙනවද? කට්ටිය දැන් කටින් බතල හිටවන පාලනයක් තියෙන්නේ,disgust
අයහපත් කාලගුණයට විතරක් ගොඩබාන්න මත්තල මොකටද?,surprise
දුප්පත් මිනිසුන්ටමයි හැම කරදරයක්ම,sadness
මත්තල ඉඳලා කොළඹට එන්නේ කොහොමද එතකොට?,surprise
අයහපත් කාලගුණය නිසා මිනිස්සු කී දෙනෙක්ටනම් කරදරද.?,sadness
රණවිරුවනි ඔබට බොහෝ පින්,joy
ඔබ සැමට රටේ ජනතාවගේ ආචාරය.,joy
ඔන්න නියම වීරයෝ. නියම පින්කම් තමයි රණ විරුවන් කරලා තිබෙන්නේ.,joy
අපේ උත්තමාචාරය. ජය වේවා !,joy
"ජිවිතයක් බේරාගෙන ජීවත්වීමට ඉඩසලසා දුන් ඔබට සැමට බොහොම පින් , එමෙන්ම අපේ ජනතාවත් මෙවැනි ආපදාකාරි අවස්ථාවල ප්‍රවේසමින් කටයුතු කරන්නේනම් ඔවුනට මෙවැනි කරදර වලට මුහුනදිමට සිදුනොවනු ඇත.",joy
ඔබ සැමට දළදා සමිදු පිහිටයි යොදබල යෝධ ශක්තිය ලැබේවා. රෝහල් ගත ඔබලාට ඉක්මන් සුවය ලැබේව.,joy
"මෙන්න නියම විරුවෝ නැතුව එක එක්කෙනාගේ කීමට මිනිමරපු,රාජකාරිය පැහැර ඇරලා ඇවිත් අපරාද කරන අය නෙවෙයි",joy
"රණවිරුවනි ,එදත් ,අදත් ,මාගේ ප්‍රණාමය .තෙරුවන් සරණයි",joy
ඔබ සැමට ජාතියේ ප්‍රණාමය.සියලු දෙවියන් ඔබලාව රකීවා.,joy
ඔබසැමට ජාතියේ උපහාරය ලැබිය යුතුය... මුහුදේ අතරමන් වී සිටිත්දී ඔබ දැකීමෙන් ඔවුන්ට දැනුනු සතුට හිතාගන්න පුළුවන්. ධීවර සොයුරන්ට ඉක්මන් සුව පතමු...!,joy
හොද දෙයක්. ඔබට පිං. රණ විරුවන්ට ගරු කල යුතුය.,joy
"එදත් වීරයෝ, අදත් වීරයෝ, හෙටත් වීරයෝ.",joy
"දෙවියනේ, මොනතරම් ලොකු පිනක්ද?",surprise
අපේ ගුවන් හමුදාවට ජයවේවා!,joy
තමන්ගේ ජීව්තය පරදුවට තියල අනුන්ව බේර ගන්න තරම් උතුම් හිතක් තියන හමුදාවක් අපිට ඉන්න එක ගැන මටනම් හිතනකොටත් සැනසීමයි.,joy
අගේ ගෞරවනීය උත්තමාචාරය,joy
ලක් අම්මගේ කිරි බි හැදුනු රණවිරු දරුවන්ගේ තවත් වික්‍රමයක් . ඔබ සැමට දළදා සමිදු සරණයි.,joy
ඔබයි නියම වීරයෝ.,joy
පින් සිදුවෙනවා! ඔබට ජයවේවා!,joy
සුපිරියි රණවිරුවනි! ඔබට බොහෝ පින්!,joy
ඔබ හැමදාමත් අපේ වීරයෝ. වෙනසක් නැහැ.,joy
පසුගිය රජය කොළඹ ගංවතුර තර්ජනය වළක්වන්න කියලා කෝටි ගණන් වියදම් කළා නේද?,sadness
හරිම දුකක්. හැමෝම එකතුවෙලා උදව් කරමු. අපේම අය විපතට පත්වෙලා. ඉන්දියාවට දෙන්න හදපු සල්ලි මෙයාලට දෙන්න,sadness
පිඩාවට පත් ජනයාට පිහිට වෙමු.,sadness
"ඔතනට වහළයේ ඉඳලා සර්පයෙක්, පත්තෑයෙක් එහෙම වැටුනා නම්?",fear
මෙහෙමත් සිහියක් නැති ගැහැණු!,disgust
පුදුමයි නොදැක්ක එක. දැන් ගොඩක් ගැහැණු අය අඳින්නේ ඔතනින් බාගයක් එළියට පෙන්නගෙනනේ,surprise
අයියෝ මෙහෙමත් වැඩ!,surprise
හිනාවෙන්න කියාපු විහිළුව!,joy
හැබෑවටම එන්න කිව්වා නම් තාප්පයෙන් පනින්නේ මොකටද?මොහු හදන්නේ යන යකා කොරහත් බිඳගෙනම යන්නයි,disgust
"අනේ, බණ්ඩාර අපේ රටේ පිරිමි අඳින්නේ චිත්තද? ඔතන වෙලා තියෙන්නේ රෑට කොටු පනින්න ගිහින් වූ පොඩි වැරදීමක්. දැන් ඉතින් වැඩේ අතේ මාට්ටු. ඔබලාට සතුටුයිද දැන්....",disgust
දෙවියෝ පය ගහන්න බය තැන මෝඩයෝ පිණුම් ගහනවා කියන්නේ මෙන්න මේකට තමයි. අනේ කාලේ වනේ වාසේ කීවාලූ..,sadness
අපිට අපේ දරුවන්ට පෙන්නන්න වෙන්නේ නිධන් හොරුන්ගේ වැඩ ටික තමයි අනාගතේදී,disgust
හරි පුදුමයි අනේ.කොච්චර හෑරුවත් අල්ල ගන්නේ නෑනේ,surprise
මේ අයට දෙන දඩුවම් බරපතළ කරන්න ඔනි අනික් අයටත් රිදෙන්න එක්ක,anger
මේවා කරන අයට ගස් බැදලා ගහන්න ඕනි,anger
යහළුවකු ගෙදර නිදාගන්න ඉල්ලනවා කියන්නේ මර උගුලක්ම තමයි.,disgust
තමන්ගේ නෝනාගේ සහෝදරයෙක් නොවන කිසිම කෙනෙකු ගෙදර සාලයෙන් එහාට ගන්න හොඳ නැහැ. දකින දකින පිරිමි ගෙදර එක්කගෙන ඇවිල්ලා නවාතැන්දෙන මේ ස්වාමි පුරුෂයාගේ මොළය හොඳ නැහැ. අනෙක එයා මොකටද වෙනත් කාමරයක නිදාගන්න ගියේ? ගෙදර ආගන්තුක පිරිමියෙකුත් ඉන්දැද්දී.,disgust
ගැහැණු පොඩි බුරුලක් දුන්නොත් පිරිමි උපරිම ප්‍රයෝජන ගන්නවා.,disgust
අනේ මෙහෙමත් යාළුවෝ?,sadness
යාලුවත් එක්ක පවුල් දෙක මාරු කරගන්නයි දැන් ඉතින් තියෙන්නේ,disgust
"දැන් කාලේ ගැහැණුත් එකයි, පිරිමිත් එකයි. සතුන්ට එහා.",disgust
කලින් තිබුන සම්බන්ධයක් වෙන්නැති. අනේ පව් අහිංසකයා. යාලුවට බෝන්න දිලා වෙච්ච දෙයක්.,sadness
අනේ අපේ රටට ගිය කලක්.......,sadness
නිදන් හාරන අයට මරණ දඩුවම දිය යුතුයි.....,anger
මුකුත් නොදන්න තොත්ත බබාලා...........!!!!!!,anger
කවුද මේවට වගකියන්නේ?,fear
නඩුත් හාමුදුරුවන්ගේ බඩුත් හාමුදුරුයවන්ගේ......කාට කියන්නද මේවා..........,disgust
මේවා අන්‍ය ආගමිකයන් කරන වැඩද බුදුදහමට විරුද්ධ?,fear
අලුත් දේවල් සොයා ගන්නවා අපේ රටේ මිනිස්සු අවුරුදු 68 කුණු ගඳ ගහන පක්ෂ දෙක බලයට ගේන්න හදනවා,disgust
සමහරු හිතාගෙන ඉන්නවා ඒගොල්ලෝ හරි බුද්ධිමත් කියලා. මේ ලියවිලා තියෙන අදහස් කියෙවුවහම අනේ අපේ ජාතියට අබ සරණයි!,surprise
හොඳ සොයාගැනීමක්. සුබ පැතුම්!,joy
අලුත් සොයා ගැනීමක්. හරි වටිනවා,joy
මෙහෙමත් පව්කාරයො! පළදෙයි ඉතින් කවදාහරි.,disgust
අනේ දෙවියනේ මෙහෙමත් අපරාධ!,sadness
මේ වගේ විලිලජ්ජා නැති අපරාධ කරන්නේ මොනවගේ අයද කියලා අපි දන්නවා. මෙහෙම අයට අමුතු දඬුවමක් ඕනෑ නැහැ. ස්වභාව ධර්මය විසින්ම ඒ ටික කරනවා ඒකාන්තයි.,disgust
අපේ මිනිස්සු මෙහෙම කරුම කරන නිසා තමයි අපේ රටට මෙහෙම වෙලා තියෙන්නේ,disgust
මගේ ඇස් දෙකට කඳුලක් ඉනුවා,sadness
"හේමන්ත, ඔයත් කරලා තියෙන්නේ ලොකු වරදක්. වැරැද්ද දැකලා එය වසන්කිරිම.",disgust
අනේ පවු අහිංසක සත්තු දෙන්නා! මෙහෙමත් නූගත් මිනිස්සු තවමත් මේ රටේ ඉන්නවනේ?,sadness
මෙහෙමත් කාලකන්නි පව්කාර මිනිස්සු,anger
පව්කාර ගල් මුසලයෝ දෙන්නෙක්,anger
"මේවාට මරණීය දඬුවම දෙන්න ඕන , මේවා මිනිස්සු කරන දේවල් නොවේ මේවගේ අමානුෂික උන්ගෙන් සමාජයට වෙන්න තියෙන විපත් ඉතා භයානකයි ඊට කලින් මරලම දාන්න ඕන",anger
මොනතරම් ම්ලේච්ඡ මිනිසුන්ද?,sadness
"දෙවියනේ, ගැබ්බර සතෙක් මරන්න තරම් දරුණු සිතක්?",sadness
"මේ දෙන්නාගේ හම ගළවලා, ඇඟේ ලුණුයි මිරිසුයි ගාලා අව්වේ තියන්න ඕනෑ.",anger
හරිම කණගාටුයි උදේ පාන්දරම මේ වගේ එකක් කියවන්න ලැබුන එක ගැන. මේවා කරපු අය පව්කරගත්තා වගේම මෙහෙම දුක්ඛිත මරණයක් හිමිවෙන්න සතුන් දෙදෙනාත් පව් කරලා තියෙන්න ඇති. අපිට දුත හිතෙන්නේ අපේ සිත් මෘදු නිසායි. සසර බියකරුයි කියන්නෙ නිකන් නෙමෙයිනේ.,sadness
මේ අහිංසක සත්තු මොනතරම් වේදනාවක් උසුලන්න ඇද්ද?,sadness
"මොවුන් කළ දේ වැරදියි, මනුෂ්‍යත්වයේ නාමයෙන්. මම ලංකාවේ මස් කඩේක දැක්කා මස් කරපු එළදෙනෙකුගේ තන බුරුල්ලෙන් කිරි ගලනවා. හරියට වේදනා දෙන දසුනක්. එ්ත් එතනට ආපු මිනිස්සු ඒ සතාගේ මස් අරන් ගියා, අර කිරි දිහා බල බලා. මම එදා ඉඳලා මස් කන්නේ නැහැ. අපේ බුද්ධාගමේ රටට වැඩිය ක්‍රිස්තියානි බහුතරය වෙසෙන ඕස්ට්‍රේලියාව සත්තු දිහා අනුකම්පාවෙන් බලනවා. මේ ළඟදි ඕස්ට්‍රේලියාවෙන් පන පිටින් ඉන්දුනීසියාවට අරින ගවයින් මරන්නේ දස වද දීල කියලා ඕස්ට්‍රේලියානු ආණ්ඩුව දැනගත්තා. එවෙලේම ගවයින් ඉන්දුනීසියාවට යවන එක තාවකාලිකව නැවැත්තුවා, තත්වය දියුණු කර ඉන්දුනීසියානු රජයෙන් සහතිකයක් ලැබෙනතෙක්.",sadness
දුකයි මෙවැනි පුවත් බලද්දී. මේ පොෙළා් තලයේ ජිවත්වන හැම සත්වයෙක්ම මරණයට බියයි.,sadness
අපිට හරිම දුකයි ඒත් පොලිසියට නම් හරිම සතුටින් හිනාවෙන්න පුළුවන්,sadness
ලොකුවට කුකුළු ගොවිපලවල් කරන අයත් එහෙනම් කරන්නේ මොනතරම් පාපයක්ද?,disgust
ආයෙ කන්න දීපු අත හපලා කයිද දන්නේ නෑ.,fear
ගොඩක් හොඳ වැඩක්....,joy
